"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses","stimulus","button_pressed","response"
"[{""page_index"":0,""viewing_time"":1483.27},{""page_index"":1,""viewing_time"":18536.16},{""page_index"":2,""viewing_time"":6007.845000000001}]","26027.675000000003","instructions","0","26029","0.0-0.0","77978","","","",""
"","3383.005000000001","survey-text","1","29413","0.0-1.0","77978","{""Q0"":""54""}","","",""
"","7263.230000000003","survey-text","2","36678","0.0-2.0","77978","{""Q0"":""completed doctorate""}","","",""
"","7366.340000000004","survey-text","3","44045","0.0-3.0","77978","{""Q0"":""12""}","","",""
"","5887.014999999999","survey-text","4","49933","0.0-4.0","77978","{""Q0"":""moveable do""}","","",""
"","8391.300000000003","survey-text","5","58325","0.0-5.0","77978","{""Q0"":""French horn""}","","",""
"","9967.375","survey-text","6","68293","0.0-6.0","77978","{""Q0"":""Ph.D. music theory""}","","",""
"","6671.324999999997","survey-text","7","74965","0.0-7.0","77978","{""Q0"":""Ithaca College""}","","",""
"[{""page_index"":0,""viewing_time"":2407},{""page_index"":1,""viewing_time"":22080.054999999993},{""page_index"":2,""viewing_time"":4175.975000000006},{""page_index"":3,""viewing_time"":3272.0149999999994}]","31935.39","instructions","8","106900","0.0-8.0","77978","","","",""
"","13974.875000000015","image-button-response","9","120877","0.0-9.0-0.0","77978","","img/Berkowitz334t.png","2",""
"","10518.579999999973","image-button-response","10","131396","0.0-9.0-1.0","77978","","img/Berkowitz334t.png","6",""
"","9206.59500000003","image-slider-response","11","140604","0.0-9.0-2.0","77978","","","","66"
"","23878.75999999998","image-slider-response","12","164484","0.0-9.0-3.0","77978","","","","74"
"","3687.0750000000116","image-button-response","13","168172","0.0-9.0-4.0","77978","","img/Berkowitz334t.png","1",""
"","12615.244999999995","image-button-response","14","180788","0.0-9.0-0.1","77978","","img/Berkowitz379.png","2",""
"","5590.959999999992","image-button-response","15","186380","0.0-9.0-1.1","77978","","img/Berkowitz379.png","6",""
"","8814.984999999986","image-slider-response","16","195196","0.0-9.0-2.1","77978","","","","71"
"","9926.659999999974","image-slider-response","17","205124","0.0-9.0-3.1","77978","","","","42"
"","1679.0200000000186","image-button-response","18","206804","0.0-9.0-4.1","77978","","img/Berkowitz379.png","1",""
"","18455.24000000002","image-button-response","19","225260","0.0-9.0-0.2","77978","","img/Berkowitz382t.png","1",""
"","4807.049999999988","image-button-response","20","230068","0.0-9.0-1.2","77978","","img/Berkowitz382t.png","4",""
"","4047.154999999999","image-slider-response","21","234116","0.0-9.0-2.2","77978","","","","50"
"","9014.98999999999","image-slider-response","22","243132","0.0-9.0-3.2","77978","","","","40"
"","1903.6449999999604","image-button-response","23","245036","0.0-9.0-4.2","77978","","img/Berkowitz382t.png","1",""
"","24342.47","image-button-response","24","269380","0.0-9.0-0.3","77978","","img/Berkowitz622.png","5",""
"","5279.040000000037","image-button-response","25","274660","0.0-9.0-1.3","77978","","img/Berkowitz622.png","9",""
"","6903.035000000033","image-slider-response","26","281564","0.0-9.0-2.3","77978","","","","91"
"","8839.020000000019","image-slider-response","27","290404","0.0-9.0-3.3","77978","","","","0"
"","1958.9650000000256","image-button-response","28","292363","0.0-9.0-4.3","77978","","img/Berkowitz622.png","1",""
"","25839.160000000033","image-button-response","29","318203","0.0-9.0-0.4","77978","","img/Berkowitz156.png","1",""
"","6567.005000000005","image-button-response","30","324772","0.0-9.0-1.4","77978","","img/Berkowitz156.png","6",""
"","4623.044999999984","image-slider-response","31","329395","0.0-9.0-2.4","77978","","","","66"
"","8270.665000000037","image-slider-response","32","337667","0.0-9.0-3.4","77978","","","","89"
"","2007.4899999999907","image-button-response","33","339676","0.0-9.0-4.4","77978","","img/Berkowitz156.png","1",""
"","6462.739999999991","image-button-response","34","346139","0.0-9.0-0.5","77978","","img/Berkowitz75.png","1",""
"","5543.035000000033","image-button-response","35","351683","0.0-9.0-1.5","77978","","img/Berkowitz75.png","3",""
"","8294.85500000004","image-slider-response","36","359979","0.0-9.0-2.5","77978","","","","19"
"","5671.104999999981","image-slider-response","37","365651","0.0-9.0-3.5","77978","","","","91"
"","1286.8899999999558","image-button-response","38","366939","0.0-9.0-4.5","77978","","img/Berkowitz75.png","1",""
"","7119.284999999974","image-button-response","39","374059","0.0-9.0-0.6","77978","","img/Berkowitz74.png","0",""
"","3663.149999999965","image-button-response","40","377723","0.0-9.0-1.6","77978","","img/Berkowitz74.png","3",""
"","4614.885000000009","image-slider-response","41","382339","0.0-9.0-2.6","77978","","","","2"
"","4191.109999999986","image-slider-response","42","386531","0.0-9.0-3.6","77978","","","","90"
"","1662.8100000000559","image-button-response","43","388195","0.0-9.0-4.6","77978","","img/Berkowitz74.png","1",""
"","21663.405000000028","image-button-response","44","409859","0.0-9.0-0.7","77978","","img/Berkowitz312.png","2",""
"","2095.1199999999953","image-button-response","45","411955","0.0-9.0-1.7","77978","","img/Berkowitz312.png","5",""
"","9062.799999999988","image-slider-response","46","421019","0.0-9.0-2.7","77978","","","","57"
"","8199.040000000037","image-slider-response","47","429219","0.0-9.0-3.7","77978","","","","88"
"","1494.9700000000303","image-button-response","48","430715","0.0-9.0-4.7","77978","","img/Berkowitz312.png","1",""
"","18047.22999999998","image-button-response","49","448763","0.0-9.0-0.8","77978","","img/Berkowitz629.png","5",""
